Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price
Kia,Mid-Sized Sedan,31-Mar-2010,5yrs  COE left),N.A,N.A,238,N.A,N.A,1591,1251,2010,Auto,14386,14386,92,2,N.A
Mercedes-Benz,Luxury Sedan,25-Feb-2019,8yrs 11mths 6days COE left),14360,6658,740,62385,33989,1595,1490,2018,Auto,36172,42641,115,1,149800
Audi,Sports Car,12-Mar-2010,10yrs  COE left),N.A,N.A,2380,N.A,N.A,2995,1875,2009,Auto,75820,75820,245,4,N.A
Mercedes-Benz,Luxury Sedan,17-Sep-2013,3yrs 5mths 29days COE left),N.A,N.A,1202,N.A,67304,1991,1655,2013,Auto,45373,50523,135,1,N.A
Kia,Sports Car,03-May-2010,5yrs  COE left),6560,N.A,738,N.A,N.A,1591,1232,2010,Auto,15610,15610,92,3,32800
Honda,MPV,04-May-2016,6yrs 1mth 15days COE left),N.A,N.A,684,N.A,47300,1497,1160,2016,Auto,19047,19047,88,1,N.A
Honda,SUV,23-Oct-2017,7yrs 7mths 4days COE left),N.A,N.A,682,N.A,41761,1496,1185,2017,Auto,19416,14416,96,1,N.A
Volkswagen,MPV,03-Jul-2012,2yrs 3mths 14days COE left),N.A,N.A,620,N.A,58501,1390,1536,2012,Auto,21803,21803,103,2,N.A
Toyota,SUV,02-Dec-2016,6yrs 8mths 13days COE left),11580,34719,1196,59751,53001,1986,1610,2016,Auto,32323,32253,111,1,93800
Audi,Luxury Sedan,24-Jan-2017,6yrs 10mths 5days COE left),N.A,N.A,392,N.A,50889,999,1280,2016,Auto,24611,16456,85,1,N.A
Lamborghini,Sports Car,25-Mar-2013,3yrs 6days COE left),N.A,N.A,7856,N.A,97889,6498,1690,2013,Auto,363195,363195,515,3,N.A
Ferrari,Sports Car,08-Oct-2004,4yrs 6mths 12days COE left),N.A,N.A,4953,N.A,67429,3586,1400,2004,Auto,184215,202637,294,3,N.A
Nissan,SUV,22-Dec-2015,5yrs 9mths 3days COE left),N.A,N.A,1210,N.A,60001,1997,1379,2015,Auto,19375,19375,106,1,N.A
Honda,MPV,15-Aug-2007,2yrs 4mths 27days COE left),N.A,N.A,1271,N.A,25486,1799,1370,2007,Auto,19244,21169,103,3,N.A
Kia,MPV,07-Jun-2018,8yrs 2mths 19days COE left),9070,27000,1418,47745,37330,1685,1525,2018,Auto,21945,22723,104,1,86000
Maserati,Sports Car,04-Apr-2012,2yrs 16days COE left),44340,43000,5030,87377,80101,4691,1980,2011,Auto,118342,118342,323,4,149800
Nissan,Van,27-Feb-2014,3yrs 11mths 8days COE left),6340,122515,N.A,11885,30126,2488,1800,2013,Manual,24199,1210,1,N.A,25000
Nissan,SUV,26-Feb-2016,5yrs 11mths 7days COE left),N.A,N.A,508,N.A,43000,1197,1285,2015,Auto,18454,13454,85,2,N.A
Kia,Mid-Sized Sedan,12-Apr-2018,8yrs 24days COE left),N.A,N.A,738,N.A,36810,1591,1295,2017,Auto,15190,15190,95,1,N.A
Hyundai,Mid-Sized Sedan,03-Jun-2011,1yr 2mths 15days COE left),N.A,N.A,238,N.A,27790,1591,1267,2011,Auto,13976,13976,95,2,N.A
Citroen,MPV,19-Jan-2016,5yrs 10mths  COE left),N.A,N.A,1244,N.A,45002,1560,1320,2015,Auto,23465,9851,88,1,N.A
BMW,Luxury Sedan,24-Apr-2015,5yrs 1mth 5days COE left),N.A,N.A,1210,N.A,70500,1997,1530,2015,Auto,44968,49956,180,2,N.A
BMW,Luxury Sedan,01-Nov-2012,2yrs 7mths 13days COE left),N.A,N.A,1210,N.A,95034,1997,1610,2012,Auto,40096,40096,135,1,N.A
Mercedes-Benz,Luxury Sedan,22-Apr-2013,3yrs 1mth 3days COE left),N.A,N.A,740,N.A,61029,1595,1485,2013,Auto,31746,31445,115,2,N.A
Citroen,SUV,26-Jun-2018,8yrs 3mths 7days COE left),6930,21000,70,32299,21941,1199,1203,2018,Auto,18852,18852,81,1,66800
Toyota,Mid-Sized Sedan,16-Aug-2006,1yr 4mths 28days COE left),6950,149000,958,7269,25759,1497,1020,2006,Auto,12347,8370,80,4,9800
BMW,Sports Car,18-Oct-2010,10yrs  COE left),8680,107000,2362,N.A,N.A,2979,1540,2010,Auto,54180,54180,225,3,86888
Toyota,MPV,08-Feb-2019,8yrs 10mths 20days COE left),N.A,N.A,682,N.A,25501,1496,1350,2019,Auto,19166,19166,79,1,N.A
Lamborghini,Sports Car,29-Jun-2010,10yrs  COE left),N.A,N.A,5834,N.A,N.A,5204,1500,2010,Auto,243966,243966,412,5,N.A
Hyundai,SUV,30-Jun-2018,8yrs 3mths 11days COE left),N.A,N.A,392,N.A,38941,998,1233,2018,Manual,11705,5000,88,1,N.A
Volvo,SUV,12-Aug-2009,9yrs 1mth 12days COE left),7840,135000,2563,32306,35411,2953,1903,2009,Auto,44776,44776,210,5,71500
Mercedes-Benz,Sports Car,04-May-2011,1yr 1mth 15days COE left),N.A,N.A,974,N.A,56801,1796,1695,2010,Auto,59345,59345,150,4,N.A
Mazda,MPV,29-Feb-2016,5yrs 11mths 10days COE left),10750,102000,1210,41777,45009,1998,1664,2015,Auto,19975,19975,111,1,74000
Mitsubishi,Mid-Sized Sedan,04-Mar-2010,NA,N.A,N.A,684,N.A,11073,1499,1313,2009,Auto,18978,18978,80,3,N.A
Mazda,Mid-Sized Sedan,28-Mar-2011,1yr 9days COE left),N.A,N.A,742,N.A,43813,1598,1275,2010,Auto,20318,20318,77,1,N.A
Mazda,Hatchback,18-Jun-2015,5yrs 2mths 30days COE left),N.A,N.A,682,N.A,66000,1496,1036,2015,Auto,12896,5000,85,1,N.A
BMW,Sports Car,09-Apr-2009,9yrs 13days COE left),7830,164000,2598,29852,33018,2979,1560,2009,Auto,49568,49568,225,6,70800
Toyota,MPV,29-Nov-2006,1yr 8mths 10days COE left),N.A,N.A,1694,N.A,28027,1998,1540,2006,Auto,26002,28603,110,3,N.A
Toyota,MPV,27-Aug-2007,2yrs 5mths 8days COE left),10570,N.A,2129,12443,25486,2362,1740,2006,Auto,32708,35979,125,2,25800
Honda,MPV,28-Jul-2009,4yrs 13days COE left),9040,N.A,750,10308,12763,1496,1310,2008,Auto,18974,18974,87,2,36500
MINI,Sports Car,30-Apr-2008,7yrs 8mths 12days COE left),7790,N.A,890,32364,41994,1598,1130,2008,Manual,34508,34508,128,6,60000
Volkswagen,MPV,10-Dec-2014,4yrs 8mths 21days COE left),9080,74600,1282,43727,67089,1598,1601,2014,Auto,25085,17119,77,2,51500
Audi,Luxury Sedan,13-Jan-2010,9yrs 1mth 12days COE left),N.A,N.A,976,N.A,35411,1798,1450,2009,Auto,35760,35760,118,2,N.A
Hyundai,SUV,30-Jun-2018,8yrs 3mths 11days COE left),N.A,N.A,392,N.A,38941,998,1233,2018,Manual,11705,5000,88,1,N.A
Toyota,MPV,23-Dec-2016,6yrs 9mths 4days COE left),N.A,N.A,976,N.A,53001,1798,1360,2016,Auto,19955,19955,105,1,N.A
BMW,SUV,30-Sep-2019,9yrs 6mths 11days COE left),N.A,N.A,684,N.A,37912,1499,1430,2019,Auto,36901,43662,103,1,N.A
Mercedes-Benz,Luxury Sedan,20-Feb-2020,9yrs 11mths 1day COE left),11960,10,586,64544,32889,1332,N.A,2019,Auto,36076,42507,100,1,139988
Volkswagen,Sports Car,05-Apr-2012,2yrs 17days COE left),N.A,N.A,620,N.A,48112,1390,1285,2012,Auto,25698,25698,118,3,N.A
BMW,Sports Car,17-Feb-2012,1yr 10mths 29days COE left),17980,68000,1796,40372,71000,2497,1460,2011,Auto,48647,48647,160,2,58800
BMW,Luxury Sedan,09-Dec-2011,1yr 8mths 20days COE left),15800,109000,2382,52887,72350,2996,1855,2011,Auto,73453,73453,190,3,64000
Toyota,Mid-Sized Sedan,16-Mar-2017,6yrs 11mths 25days COE left),N.A,N.A,742,N.A,50789,1598,1215,2016,Auto,19990,19990,90,1,N.A
BMW,Sports Car,13-Aug-2019,9yrs 4mths 25days COE left),N.A,N.A,2384,N.A,42002,2998,1770,2019,Auto,68231,94816,240,1,N.A
Volkswagen,Sports Car,22-May-2017,7yrs 2mths 3days COE left),9510,25500,620,50947,51106,1390,1245,2016,Auto,19017,19017,90,1,77777
Mercedes-Benz,Sports Car,31-Jul-2012,2yrs 4mths 12days COE left),N.A,N.A,974,N.A,90501,1796,1470,2011,Auto,54334,54334,135,5,N.A
Honda,Hatchback,22-Feb-2007,1yr 11mths 3days COE left),7660,N.A,1071,10059,26039,1668,1360,2006,Auto,16225,17848,96,4,14800
Honda,SUV,05-Jul-2016,6yrs 3mths 16days COE left),8540,43000,682,42260,55200,1496,1190,2016,Auto,19989,9989,96,1,58800
Honda,Stationwagon,27-Sep-2016,6yrs 6mths 8days COE left),N.A,N.A,682,N.A,50000,1496,1130,2016,Auto,18465,8465,97,1,N.A
Mazda,Mid-Sized Sedan,12-Aug-2015,5yrs 4mths 24days COE left),8170,90000,682,37360,56209,1496,1321,2015,Auto,14322,9322,88,1,48800
Audi,SUV,01-Apr-2010,10yrs  COE left),8750,134000,1194,N.A,N.A,1984,1740,2010,Auto,37968,37968,155,3,87500
Hyundai,Hatchback,10-May-2006,1yr 1mth 21days COE left),N.A,N.A,876,N.A,N.A,1399,1055,2005,Auto,10580,4641,69,5,N.A
Nissan,SUV,29-Feb-2016,5yrs 11mths 10days COE left),N.A,N.A,508,N.A,43000,1197,1285,2015,Auto,18454,13454,85,1,N.A
Toyota,MPV,15-Jun-2006,1yr 2mths 13days COE left),N.A,N.A,1361,N.A,23024,1794,1300,2006,Auto,19764,21741,97,2,N.A
Honda,SUV,13-Jul-2016,6yrs 3mths 24days COE left),8440,46859,682,41195,52301,1496,1190,2016,Auto,20607,10850,96,1,58800
BMW,Luxury Sedan,23-May-2014,4yrs 2mths 4days COE left),N.A,N.A,1210,N.A,70002,1997,1615,2013,Auto,47716,53803,135,2,N.A
Hyundai,SUV,21-Dec-2017,7yrs 9mths 2days COE left),N.A,N.A,738,N.A,57390,1591,1594,2017,Auto,18425,18425,130,1,N.A
Mercedes-Benz,Luxury Sedan,22-Feb-2013,2yrs 11mths 3days COE left),N.A,N.A,740,N.A,66889,1595,1485,2012,Auto,31873,26873,115,3,N.A
Mazda,Sports Car,19-Mar-2010,5yrs  COE left),7760,130000,572,N.A,N.A,1308,1340,2008,Auto,27499,27499,158,5,38800
Hyundai,Mid-Sized Sedan,14-Jul-2009,9yrs 1mth 12days COE left),4470,N.A,812,23880,26175,1591,1264,2009,Auto,11278,11278,89,3,40800
McLaren,Sports Car,22-Nov-2017,7yrs 8mths 3days COE left),80850,7000,3940,362969,49000,3994,1419,2017,Auto,256538,433769,530,2,838000
Toyota,Luxury Sedan,21-Jun-2019,9yrs 3mths 2days COE left),11690,7500,1784,73917,48209,2487,1545,2019,Auto,33581,39014,154,1,127800
Toyota,MPV,12-Feb-2009,3yrs 10mths 13days COE left),N.A,N.A,1069,N.A,15668,1794,1310,2008,Auto,18803,18803,97,3,N.A
Nissan,SUV,24-Mar-2018,8yrs 5days COE left),7940,50000,508,46613,38830,1197,1325,2018,Auto,20452,20633,85,1,74000
Honda,Luxury Sedan,25-Aug-2014,4yrs 5mths 6days COE left),N.A,N.A,1630,N.A,64889,2356,1570,2014,Auto,31858,36602,129,2,N.A
Volkswagen,Hatchback,27-Jul-2012,2yrs 4mths 8days COE left),N.A,N.A,620,N.A,59421,1390,1316,2012,Auto,23062,23062,90,2,N.A
Honda,MPV,20-Jul-2015,5yrs 4mths 1day COE left),N.A,N.A,1630,N.A,65501,2356,1810,2015,Auto,30734,35028,140,1,N.A
McLaren,Sports Car,19-Mar-2016,6yrs  COE left),N.A,N.A,3636,N.A,51000,3799,1440,2015,Auto,235081,395146,419,1,N.A
Peugeot,SUV,17-Mar-2017,6yrs 11mths 26days COE left),8980,43368,508,40518,49430,1199,1140,2016,Auto,17908,7908,81,1,66800
Mitsubishi,Mid-Sized Sedan,24-Sep-2008,3yrs 6mths 5days COE left),N.A,N.A,821,N.A,16170,1499,1313,2008,Auto,16470,16470,80,2,N.A
Honda,Hatchback,21-Aug-2015,5yrs 5mths 2days COE left),N.A,N.A,684,N.A,56209,1498,1046,2015,Auto,14526,9526,96,1,N.A
McLaren,Sports Car,22-Mar-2019,9yrs 3days COE left),64970,6000,3636,247521,37620,3799,1495,2018,Auto,173786,284815,419,1,728000
Mercedes-Benz,Hatchback,16-Sep-2009,9yrs 13days COE left),6060,93220,946,29852,33018,1699,1285,2009,Auto,28000,28000,85,3,54800
Lexus,SUV,30-Jun-2016,6yrs 3mths 11days COE left),N.A,N.A,1210,N.A,56000,1998,2070,2016,Auto,56216,73189,175,1,N.A
Mercedes-Benz,Others,03-Dec-1964,8yrs 9mths 13days COE left),30470,N.A,N.A,2776,3156,2306,N.A,1964,Auto,N.A,6,N.A,N.A,268000
Mazda,Mid-Sized Sedan,31-Oct-2017,7yrs 7mths 12days COE left),N.A,N.A,682,N.A,41761,1496,1331,2017,Auto,19068,14068,88,1,N.A
Honda,SUV,17-Feb-2017,6yrs 10mths 29days COE left),9000,42000,682,37353,48556,1496,1280,2016,Auto,28081,5000,112,1,64800
Renault,Mid-Sized Sedan,31-May-2018,8yrs 2mths 12days COE left),8500,20000,508,46174,38001,1197,1315,2018,Auto,19990,19990,97,1,79777
Mazda,Hatchback,04-May-2016,6yrs 1mth 15days COE left),N.A,N.A,1210,N.A,47000,1998,1357,2016,Auto,19503,19503,121,2,N.A
Mitsubishi,Hatchback,12-Mar-2010,5yrs  COE left),N.A,N.A,326,N.A,N.A,659,900,2008,Auto,16632,16632,47,4,N.A
Nissan,Van,31-Jan-2012,1yr 10mths 12days COE left),7420,N.A,N.A,7635,40803,1461,1300,2011,Manual,21778,1089,2,N.A,13888
Mercedes-Benz,Luxury Sedan,08-Jun-2016,6yrs 2mths 20days COE left),14560,51933,1202,80210,49000,1991,1655,2015,Auto,52377,66279,135,1,123800
Honda,Hatchback,22-Apr-2010,5yrs  COE left),N.A,N.A,684,N.A,N.A,1497,1080,2008,Auto,23615,23615,88,2,N.A
Volkswagen,SUV,28-Jul-2010,5yrs  COE left),7960,180000,1194,N.A,N.A,1984,1667,2010,Auto,25913,25913,125,5,39800
Honda,MPV,13-Dec-2007,2yrs 8mths 24days COE left),N.A,N.A,1271,N.A,25925,1799,1370,2007,Auto,20017,22019,103,3,N.A
Mitsubishi,Truck,02-Feb-2010,4yrs 10mths 14days COE left),5900,N.A,N.A,11890,12184,2977,2480,2009,Manual,32318,1616,1,N.A,28800
BMW,Luxury Sedan,28-Sep-2017,7yrs 6mths 9days COE left),19180,40339,1210,90668,50000,1998,1540,2017,Auto,54822,70680,185,2,179800
Honda,Hatchback,05-Feb-2018,7yrs 10mths 17days COE left),N.A,N.A,684,N.A,42339,1498,1088,2017,Auto,16368,16368,96,1,N.A
Nissan,Mid-Sized Sedan,23-Aug-2007,2yrs 5mths 4days COE left),N.A,N.A,889,N.A,22700,1498,1175,2007,Auto,16132,17746,80,1,N.A
Nissan,Truck,26-Aug-2008,3yrs 5mths 7days COE left),N.A,N.A,N.A,N.A,15582,2953,2500,2008,Manual,23849,1193,3,N.A,N.A
Toyota,Truck,19-Feb-2020,9yrs 11mths  COE left),6530,N.A,N.A,21618,21773,2982,1720,2019,Manual,29349,1468,1,N.A,64800
Lexus,Luxury Sedan,27-Apr-2010,10yrs  COE left),6480,123000,1800,N.A,N.A,2500,1625,2010,Auto,38495,38495,153,3,64800
Kia,Luxury Sedan,03-May-2018,8yrs 1mth 14days COE left),13820,63168,1210,62147,42322,1998,1642,2018,Auto,32137,36992,182,1,130800
Toyota,Mid-Sized Sedan,13-Jul-2017,7yrs 3mths 24days COE left),7770,43261,682,43241,51106,1496,1065,2017,Auto,12771,7771,79,1,60800
Toyota,Bus/Mini Bus,08-Jul-2014,4yrs 3mths 19days COE left),10170,N.A,N.A,9055,21024,2982,2200,2014,Auto,38054,1903,2,N.A,43800
Honda,Mid-Sized Sedan,12-Jul-2018,8yrs 3mths 23days COE left),N.A,N.A,684,N.A,33900,1498,1324,2018,Auto,26476,29067,127,1,N.A
Mercedes-Benz,SUV,11-Apr-2019,9yrs 23days COE left),11490,80,740,46807,29159,1595,1435,2018,Auto,25108,27152,90,1,117800
Volvo,SUV,30-Dec-2014,4yrs 9mths 11days COE left),N.A,N.A,1796,N.A,73900,2497,2093,2014,Auto,45803,56125,154,1,N.A
Mercedes-Benz,Van,01-Jul-2014,4yrs 3mths 12days COE left),N.A,N.A,N.A,N.A,42001,1461,1420,2014,Manual,24383,1220,1,N.A,N.A
Toyota,MPV,02-Sep-2009,9yrs 5mths 14days COE left),N.A,N.A,1071,N.A,37941,1797,1340,2009,Auto,20967,20967,106,2,N.A
Nissan,SUV,29-Aug-2016,6yrs 5mths 10days COE left),8960,51747,508,44877,53334,1197,1285,2016,Auto,18974,13974,85,1,64800
BMW,Luxury Sedan,31-Mar-2010,12days COE left),N.A,N.A,1208,N.A,24229,1995,1390,2010,Auto,30274,30274,100,3,N.A
Toyota,SUV,24-May-2017,7yrs 2mths 5days COE left),11790,56000,1196,60350,54616,1986,1610,2016,Auto,29396,28155,111,1,98800
Toyota,Mid-Sized Sedan,28-Mar-2008,3yrs 9days COE left),6580,191000,821,11879,19637,1497,1095,2008,Auto,12498,12498,80,3,19888
Peugeot,SUV,18-May-2018,8yrs 1mth 29days COE left),N.A,N.A,508,N.A,38510,1199,1270,2018,Auto,23430,24802,96,1,N.A
Mercedes-Benz,Luxury Sedan,31-Aug-2018,8yrs 5mths 12days COE left),N.A,N.A,740,N.A,31997,1595,1430,2018,Auto,27941,31118,90,1,N.A
Kia,Sports Car,19-Mar-2010,10yrs  COE left),5280,94900,738,N.A,N.A,1591,1232,2010,Auto,15654,15654,92,2,52800
Toyota,MPV,30-Dec-2015,5yrs 9mths 11days COE left),N.A,N.A,1792,N.A,55001,2493,2000,2015,Auto,33323,38653,134,3,N.A
Honda,Mid-Sized Sedan,25-Feb-2010,5yrs  COE left),6960,110000,740,N.A,N.A,1595,1220,2008,Auto,25836,25836,92,4,34800
Toyota,Mid-Sized Sedan,30-Jun-2011,1yr 3mths 11days COE left),11010,N.A,684,12688,50244,1497,1095,2011,Auto,11356,11356,80,1,19800
Volkswagen,Hatchback,30-Sep-2016,6yrs 6mths 11days COE left),8770,48000,624,46335,53334,1395,1249,2016,Auto,23781,15294,92,1,65000
BMW,MPV,30-Dec-2015,5yrs 9mths 11days COE left),N.A,N.A,1182,N.A,57501,1496,1480,2015,Auto,31254,25756,85,1,N.A
Toyota,Luxury Sedan,18-Mar-2010,10yrs  COE left),N.A,N.A,1210,N.A,N.A,1998,1530,2010,Auto,26443,26443,108,4,N.A
Toyota,Van,19-Feb-2020,9yrs 11mths  COE left),6730,N.A,N.A,24228,24402,2982,1700,2019,Manual,28138,1407,1,N.A,66800
Nissan,Van,28-Mar-2011,1yr 9days COE left),N.A,N.A,N.A,N.A,28589,1461,1280,2010,Manual,23466,1174,1,N.A,N.A
Mercedes-Benz,Van,01-Jul-2014,4yrs 3mths 12days COE left),N.A,N.A,N.A,N.A,43001,1461,1420,2014,Manual,24338,1217,1,N.A,N.A
Lexus,Luxury Sedan,12-Dec-2018,8yrs 8mths 23days COE left),N.A,N.A,1784,N.A,31301,2487,1620,2018,Auto,47664,58730,152,1,N.A
BMW,MPV,30-Nov-2015,5yrs 8mths 11days COE left),11290,128000,1182,53503,60689,1496,1480,2015,Auto,30843,25181,85,1,77000
Suzuki,Hatchback,11-Feb-2009,8yrs 10mths 13days COE left),5380,106473,810,23128,26047,1586,1060,2008,Manual,15838,11120,92,5,47800
Nissan,SUV,10-Sep-2015,5yrs 5mths 22days COE left),N.A,N.A,508,N.A,56209,1197,1285,2015,Auto,19084,14084,85,1,N.A
BMW,Luxury Sedan,29-May-2015,5yrs 2mths 10days COE left),N.A,N.A,1210,N.A,75002,1997,1615,2014,Auto,41475,45065,135,1,N.A
Kia,Mid-Sized Sedan,29-Feb-2012,1yr 11mths 10days COE left),N.A,N.A,738,N.A,46889,1591,1261,2011,Auto,12946,12946,91,2,N.A
Toyota,Mid-Sized Sedan,19-Sep-2007,2yrs 6mths  COE left),N.A,N.A,965,N.A,22041,1598,1115,2007,Auto,14757,16233,81,2,N.A
Renault,Van,16-Jun-2010,2mths 28days COE left),N.A,N.A,N.A,N.A,32501,1461,1280,2009,Manual,18580,929,2,N.A,N.A
Honda,MPV,27-Dec-2007,2yrs 5mths 13days COE left),7540,184000,1271,12513,25486,1799,1370,2007,Auto,19813,21795,103,3,18500
Mitsubishi,Mid-Sized Sedan,18-Sep-2007,2yrs 5mths 13days COE left),6840,126583,889,11145,22700,1499,1313,2007,Auto,15984,17583,80,3,16800
Volkswagen,Sports Car,23-Oct-2017,7yrs 7mths 4days COE left),N.A,N.A,1194,N.A,50000,1984,1526,2017,Auto,38869,46417,213,1,N.A
Toyota,Stationwagon,07-Jun-2007,2yrs 2mths 13days COE left),8850,N.A,887,11160,25333,1496,1200,2007,Auto,15352,16888,81,3,19500
Toyota,SUV,22-Dec-2015,5yrs 9mths 3days COE left),N.A,N.A,1196,N.A,61103,1986,1610,2015,Auto,26178,23650,111,1,N.A
Nissan,Van,29-Jan-2016,5yrs 10mths 10days COE left),6100,94331,N.A,21058,35883,1461,1260,2015,Manual,19981,1000,1,N.A,35800
Maserati,Sports Car,25-Oct-2018,8yrs 7mths 6days COE left),58600,7900,5030,201232,32429,4691,2055,2018,Auto,143938,231089,338,1,620000
Nissan,Truck,29-Jul-2014,4yrs 4mths 10days COE left),6600,N.A,N.A,15843,36301,2953,1780,2014,Manual,25081,1255,2,N.A,28800
Audi,Luxury Sedan,26-Apr-2010,10yrs  COE left),6470,142000,1194,N.A,N.A,1984,1550,2010,Auto,34845,34845,155,3,64777
Hyundai,Mid-Sized Sedan,12-Jul-2011,1yr 3mths 23days COE left),9830,71000,738,14684,53390,1591,1267,2011,Auto,13932,13932,95,3,19888
Toyota,Mid-Sized Sedan,18-May-2006,1yr 1mth 29days COE left),N.A,N.A,1039,N.A,22789,1598,1115,2006,Auto,15950,15097,81,3,N.A
Toyota,Mid-Sized Sedan,30-May-2012,2yrs 2mths 11days COE left),N.A,N.A,742,N.A,58501,1598,1195,2012,Auto,15101,15101,90,1,N.A
Suzuki,Hatchback,17-Aug-2007,2yrs 4mths 29days COE left),N.A,N.A,957,N.A,22700,1586,1090,2007,Manual,11813,12995,92,3,N.A
Nissan,Truck,26-Feb-2010,4yrs 11mths 7days COE left),5010,N.A,N.A,12050,12184,2953,1780,2009,Manual,27562,1379,2,N.A,24800
Honda,MPV,03-Sep-2010,10yrs  COE left),5980,115000,1628,N.A,N.A,2354,1680,2009,Auto,32054,32054,132,4,59800
Chevrolet,Luxury Sedan,21-Mar-2011,1yr 2days COE left),N.A,N.A,1204,N.A,61894,1993,1555,2010,Auto,15779,15779,105,1,N.A
Audi,Stationwagon,22-Sep-2016,6yrs 6mths 3days COE left),12620,58000,1194,74807,55501,1984,1615,2015,Auto,42521,51530,165,2,107999
Nissan,Van,30-Jun-2010,5yrs  COE left),4760,N.A,N.A,N.A,N.A,1461,1280,2010,Manual,21922,1097,2,N.A,23800
Honda,SUV,10-May-2016,6yrs 1mth 21days COE left),N.A,N.A,682,N.A,51301,1496,1190,2016,Auto,20435,10609,96,2,N.A
Mitsubishi,Mid-Sized Sedan,26-May-2017,7yrs 2mths 7days COE left),N.A,N.A,506,N.A,52000,1193,940,2016,Auto,14049,5000,57,1,N.A
Mercedes-Benz,Stationwagon,21-Dec-2015,5yrs 9mths 2days COE left),12220,55000,740,59242,59889,1595,1460,2015,Auto,32844,32982,115,2,86888
Honda,SUV,13-May-2016,6yrs 1mth 24days COE left),N.A,N.A,N.A,N.A,49000,1496,1280,2016,Auto,27860,5000,112,2,N.A
Land,SUV,28-Jul-2016,6yrs 4mths 9days COE left),22990,40500,3476,102195,57508,2993,2583,2016,Auto,64156,87481,188,1,190000
Mercedes-Benz,MPV,18-Jul-2018,8yrs 3mths 29days COE left),28760,34000,2382,135259,37989,2996,2425,2018,Auto,92287,138117,245,1,308800
Mercedes-Benz,Luxury Sedan,11-Mar-2016,5yrs 11mths 20days COE left),23270,17888,1202,86445,60001,1991,1585,2015,Auto,53007,67413,280,1,172898
Mitsubishi,SUV,27-Apr-2017,7yrs 1mth 8days COE left),10250,53741,1636,52794,53300,2360,1625,2017,Auto,19867,19867,123,1,82800
Mercedes-Benz,Hatchback,21-Feb-2020,9yrs 11mths 2days COE left),12250,28,586,63072,32889,1332,N.A,2018,Auto,34666,40533,120,1,141988
BMW,Sports Car,28-Feb-2011,11mths 9days COE left),N.A,N.A,1208,N.A,62000,1995,1625,2011,Auto,42370,42370,115,3,N.A
Toyota,Mid-Sized Sedan,25-Jun-2015,5yrs 3mths 6days COE left),8990,50000,742,44704,66590,1598,1205,2015,Auto,17804,12804,90,1,53800
BMW,Luxury Sedan,26-Feb-2016,5yrs 11mths 7days COE left),N.A,N.A,684,N.A,46970,1499,1425,2015,Auto,30451,29632,100,1,N.A
Volkswagen,Sports Car,02-Nov-2010,10yrs  COE left),6950,158465,1194,N.A,N.A,1984,1339,2010,Auto,33242,33242,155,4,69500
Toyota,MPV,01-Jul-2016,6yrs 3mths 12days COE left),N.A,N.A,1792,N.A,49602,2494,2075,2016,Auto,45427,55598,134,2,N.A
Citroen,MPV,30-Jul-2015,5yrs 4mths 11days COE left),N.A,N.A,742,N.A,58109,1598,1320,2014,Auto,26447,24026,121,1,N.A
Honda,SUV,11-May-2016,6yrs 1mth 22days COE left),8390,44993,682,36072,46009,1496,1190,2016,Auto,20272,10381,96,1,56800
Honda,MPV,07-May-2010,5yrs  COE left),7960,127000,978,N.A,N.A,1799,1385,2009,Auto,26187,26187,103,4,39800
Volvo,Stationwagon,13-Apr-2012,2yrs 25days COE left),N.A,N.A,742,N.A,58501,1596,1582,2011,Auto,39078,39078,132,2,N.A
Volkswagen,MPV,18-Aug-2015,5yrs 4mths 30days COE left),9360,N.A,1282,47050,56209,1598,1601,2015,Auto,25085,22119,77,2,61800
Mercedes-Benz,Bus/Mini Bus,26-Sep-2012,2yrs 6mths 7days COE left),10500,N.A,N.A,14467,57334,2143,2320,2012,Auto,46658,2333,2,N.A,26500
Audi,Luxury Sedan,30-Apr-2013,3yrs 1mth 11days COE left),13880,N.A,976,40507,62000,1798,1545,2013,Auto,36146,32605,125,3,59555
BMW,Hatchback,29-Jun-2016,6yrs 3mths 10days COE left),N.A,N.A,1182,N.A,49700,1496,1395,2016,Auto,27158,20022,85,2,N.A
Mazda,Mid-Sized Sedan,26-Oct-2015,5yrs 7mths 7days COE left),N.A,N.A,682,N.A,55399,1496,1321,2015,Auto,17996,12996,88,1,N.A
Honda,SUV,06-Nov-2008,3yrs 7mths 13days COE left),7330,N.A,1174,11692,16140,1799,1410,2008,Auto,18214,18214,103,6,26555
Porsche,SUV,15-Nov-2017,7yrs 7mths 27days COE left),30740,41000,2382,132446,49000,2997,1970,2017,Auto,85849,126529,265,1,298800
Toyota,MPV,26-Jul-2006,1yr 2mths 13days COE left),12310,N.A,2293,5538,23024,2362,1730,2006,Auto,32131,35345,125,5,14800
Toyota,Luxury Sedan,23-Feb-2010,5yrs  COE left),N.A,N.A,1210,N.A,N.A,1998,1530,2009,Auto,27271,27271,108,1,N.A
Honda,Mid-Sized Sedan,30-Mar-2010,5yrs  COE left),6980,150000,740,N.A,N.A,1595,1220,2008,Auto,25281,25281,92,1,34900
BMW,Sports Car,29-Sep-2010,10yrs  COE left),8200,N.A,2362,N.A,N.A,2979,1540,2010,Auto,54718,54718,225,4,82000
